text,start,end,label,score,polarity
I was a little disappointed.,388.3,389.92,NEGATIVE,0.9996559619903564,-0.9996559619903564
I do say go and see it.,390.38,391.74,POSITIVE,0.9997773766517639,0.9997773766517639
It is a Transformers movie.,391.86,393.1,POSITIVE,0.9924060702323914,0.9924060702323914
There's tons of action.,393.3,394.2,POSITIVE,0.7001522183418274,0.7001522183418274
"There's comedy, robots.",395.9,397.2,POSITIVE,0.9909564852714539,0.9909564852714539
There's everything you need in a good blockbuster summer movie.,397.42,402.24,POSITIVE,0.9998478889465332,0.9998478889465332
"Go see it, especially if you're a Transformers fan.",402.94,405.34,POSITIVE,0.9996728897094727,0.9996728897094727
"This completes this trilogy,",406.24,408.28,POSITIVE,0.9996060729026794,0.9996060729026794
Michael Bay's last one.,409.34,410.54,POSITIVE,0.9878020882606506,0.9878020882606506
"They're probably going to take a little bit of a different turn, a different angle for the next movie.",411.2,416.02,NEGATIVE,0.9968488812446594,-0.9968488812446594
There are going to be more movies.,416.02,417.52,NEGATIVE,0.6384148001670837,-0.6384148001670837
"Tyrese Gibson said possibly Steven Spielberg taking over, which that would be pretty exciting.",418.4,424.7,POSITIVE,0.9972278475761414,0.9972278475761414
That would bring a lot of publicity back to the franchise.,424.88,426.88,POSITIVE,0.9907152652740479,0.9907152652740479
"This is Michael Bay's last movie, so I say go and see it.",427.38,430.74,POSITIVE,0.9984679818153381,0.9984679818153381
Mr.,432.29,432.51,POSITIVE,0.9976021647453308,0.9976021647453308
Real Review signing out.,432.57,433.31,POSITIVE,0.9988190531730652,0.9988190531730652
